X:Vel_RX-GEAR22-fuzajiaolian(rad/s),Y:Vel_RX-GEAR22-fuzajiaolian(rad/s)
0.000000000,0.000000000
0.000500000,0.000000000
0.001000000,0.000000000
0.001500000,0.000000000
0.002000000,0.000000000
0.002500000,0.000000000
0.003000000,0.000000000
0.003500000,0.000000000
0.004000000,0.000000000
0.004500000,0.000000000
0.005000000,0.000000000
0.005500000,0.000000000
0.006000000,0.000000000
0.006500000,0.000000000
0.007000000,0.000000000
0.007500000,0.000000000
0.008000000,0.000000000
0.008500000,0.000000000
0.009000000,0.000000000
0.009500000,0.000000000
0.010000000,0.000000000
0.010500000,0.000000000
0.011000000,0.000000000
0.011500000,0.000000000
0.012000000,0.000000000
0.012500000,0.000000000
0.013000000,0.000000000
0.013500000,0.000000000
0.014000000,0.000000000
0.014500000,0.000000000
0.015000000,0.000000000
0.015500000,0.000000000
0.016000000,0.000000000
0.016500000,0.000000000
0.017000000,0.000000000
0.017500000,0.000000000
0.018000000,-0.030953074
0.018500000,-0.099038172
0.019000000,-0.199581745
0.019500000,-0.258512070
0.020000000,-0.291417011
0.020500000,-0.329204362
0.021000000,-0.368529677
0.021500000,-0.423730034
0.022000000,-0.478632610
0.022500000,-0.535318586
0.023000000,-0.559421200
0.023500000,-0.577109951
0.024000000,-0.605229262
0.024500000,-0.702206033
0.025000000,-0.790873202
0.025500000,-0.790873202
0.026000000,-0.790873202
0.026500000,-0.790873202
0.027000000,-0.790873202
0.027500000,-0.790873202
0.028000000,-0.790873202
0.028500000,-0.790873202
0.029000000,-0.790873202
0.029500000,-0.790873202
0.030000000,-0.793876009
0.030500000,-0.793884846
0.031000000,-0.805427166
0.031500000,-0.814105531
0.032000000,-0.344993027
0.032500000,-0.037205270
0.033000000,0.031443034
0.033500000,-0.044708298
0.034000000,-0.083215944
0.034500000,-0.116504177
0.035000000,-0.134547455
0.035500000,-0.214716299
0.036000000,-0.125195605
0.036500000,-0.104732636
0.037000000,-0.155748999
0.037500000,-0.230089078
0.038000000,-0.305401196
0.038500000,-0.313307696
0.039000000,-0.186888948
0.039500000,-0.073846618
0.040000000,-0.241605670
0.040500000,-0.184037616
0.041000000,-0.181961729
0.041500000,-0.173227019
0.042000000,-0.185766499
0.042500000,-0.192482594
0.043000000,-0.237504395
0.043500000,-0.325197688
0.044000000,-0.378376441
0.044500000,-0.127758337
0.045000000,-0.087965183
0.045500000,-0.155595245
0.046000000,-0.213201423
0.046500000,-0.389637447
0.047000000,-0.381307803
0.047500000,-0.405458269
0.048000000,-0.464719125
0.048500000,-0.433296397
0.049000000,-0.686653978
0.049500000,-0.564406497
0.050000000,-0.548900613
0.050500000,-0.454404287
0.051000000,-0.448338852
0.051500000,-0.429547486
0.052000000,-0.439238407
0.052500000,-0.573309670
0.053000000,-0.615687323
0.053500000,-0.662779790
0.054000000,-0.695319086
0.054500000,-0.889655134
0.055000000,-0.893412178
0.055500000,-0.741093824
0.056000000,-0.911166079
0.056500000,-0.834349056
0.057000000,-0.799692096
0.057500000,-0.942130316
0.058000000,-0.804055664
0.058500000,-0.667356729
0.059000000,-0.653267844
0.059500000,-0.716500410
0.060000000,-0.696334187
0.060500000,-0.755620632
0.061000000,-0.781479927
0.061500000,-0.935497972
0.062000000,-0.767422876
0.062500000,-0.908106586
0.063000000,-0.868836724
0.063500000,-0.886921931
0.064000000,-0.891316064
0.064500000,-0.961190768
0.065000000,-0.896921842
0.065500000,-0.890646533
0.066000000,-0.923179666
0.066500000,-0.948992645
0.067000000,-1.141301210
0.067500000,-1.136678783
0.068000000,-1.186151827
0.068500000,-0.893446076
0.069000000,-0.730924177
0.069500000,-0.990459634
0.070000000,-1.041417672
0.070500000,-1.168128860
0.071000000,-1.104000228
0.071500000,-1.033889899
0.072000000,-0.915804388
0.072500000,-1.093186540
0.073000000,-1.305210066
0.073500000,-1.180191159
0.074000000,-0.944082328
0.074500000,-0.797988528
0.075000000,-0.975467050
0.075500000,-1.027256294
0.076000000,-0.826491534
0.076500000,-0.700173356
0.077000000,-0.694970649
0.077500000,-0.924263713
0.078000000,-0.868393538
0.078500000,-0.999426101
0.079000000,-1.167155592
0.079500000,-1.083185733
0.080000000,-0.993702634
0.080500000,-1.098385778
0.081000000,-1.197389192
0.081500000,-1.419167959
0.082000000,-1.479193438
0.082500000,-1.466187457
0.083000000,-1.403802481
0.083500000,-1.303628142
0.084000000,-1.387004651
0.084500000,-1.264868149
0.085000000,-1.326459340
0.085500000,-1.284060337
0.086000000,-1.290306697
0.086500000,-1.207579561
0.087000000,-1.187923757
0.087500000,-1.193340746
0.088000000,-1.287223512
0.088500000,-1.381497551
0.089000000,-1.410487962
0.089500000,-1.422664219
0.090000000,-1.437192544
0.090500000,-1.424781072
0.091000000,-1.417186371
0.091500000,-1.371984729
0.092000000,-1.342121471
0.092500000,-1.330462424
0.093000000,-1.327991904
0.093500000,-1.328986678
0.094000000,-1.328986678
0.094500000,-1.328986678
0.095000000,-1.328986678
0.095500000,-1.328986678
0.096000000,-1.328986678
0.096500000,-1.328986678
0.097000000,-1.328986678
0.097500000,-1.328986678
0.098000000,-1.328986678
0.098500000,-1.328986678
0.099000000,-1.328986678
0.099500000,-1.328986678
0.100000000,-1.328986678
0.100500000,-1.328986678
0.101000000,-1.328986678
0.101500000,-1.328986678
0.102000000,-1.328986678
0.102500000,-1.328986678
0.103000000,-1.328986678
0.103500000,-1.328986678
0.104000000,-1.328986678
0.104500000,-1.328986678
0.105000000,-1.328986678
0.105500000,-1.328986678
0.106000000,-1.328986678
0.106500000,-1.328986678
0.107000000,-1.328986678
0.107500000,-1.328986678
0.108000000,-1.328986678
0.108500000,-1.328986678
0.109000000,-1.328986678
0.109500000,-1.328986678
0.110000000,-1.328986678
0.110500000,-1.328986678
0.111000000,-1.328986678
0.111500000,-1.328986678
0.112000000,-1.328986678
0.112500000,-1.311097530
0.113000000,-1.200926888
0.113500000,-1.118247930
0.114000000,-1.048832620
0.114500000,-1.017323761
0.115000000,-1.005022945
0.115500000,-0.991638564
0.116000000,-0.978955439
0.116500000,-0.968437014
0.117000000,-0.958659878
0.117500000,-0.950627298
0.118000000,-0.946623113
0.118500000,-0.946428471
0.119000000,-0.946428471
0.119500000,-0.946428471
0.120000000,-0.946428471
0.120500000,-0.946428471
0.121000000,-0.946428471
0.121500000,-0.946428471
0.122000000,-0.940291957
0.122500000,-0.935810109
0.123000000,-0.933633499
0.123500000,-0.932276553
0.124000000,-0.932105758
0.124500000,-0.926064411
0.125000000,-0.924852445
0.125500000,-0.924310482
0.126000000,-0.923923372
0.126500000,-0.923923372
0.127000000,-0.923923372
0.127500000,-0.923923372
0.128000000,-0.923923372
0.128500000,-0.923923372
0.129000000,-0.923923372
0.129500000,-0.923923372
0.130000000,-0.923923372
0.130500000,-0.923923372
0.131000000,-0.923923372
0.131500000,-0.923923372
0.132000000,-0.923923372
0.132500000,-0.923923372
0.133000000,-0.923923372
0.133500000,-0.923923372
0.134000000,-0.923923372
0.134500000,-0.923923372
0.135000000,-0.923923372
0.135500000,-0.923923372
0.136000000,-0.923923372
0.136500000,-0.923923372
0.137000000,-0.923923372
0.137500000,-0.923923372
0.138000000,-0.923923372
0.138500000,-0.923923372
0.139000000,-0.923923372
0.139500000,-0.923923372
0.140000000,-0.923923372
0.140500000,-0.923923372
0.141000000,-0.923923372
0.141500000,-0.923923372
0.142000000,-0.923923372
0.142500000,-0.923923372
0.143000000,-0.923923372
0.143500000,-1.010713027
0.144000000,-1.488376832
0.144500000,-1.557817672
0.145000000,-1.602789836
0.145500000,-1.602789836
0.146000000,-1.539185047
0.146500000,-1.337478804
0.147000000,-1.232630607
0.147500000,-1.117150534
0.148000000,-1.250973303
0.148500000,-1.106489609
0.149000000,-1.026027819
0.149500000,-0.944485521
0.150000000,-0.826630715
0.150500000,-0.782247339
0.151000000,-0.773108950
0.151500000,-0.759581426
0.152000000,-0.759286578
0.152500000,-0.759220278
0.153000000,-0.759220278
0.153500000,-0.759220278
0.154000000,-0.759220278
0.154500000,-0.759220278
0.155000000,-0.759220278
0.155500000,-1.400086528
0.156000000,-1.632303595
0.156500000,-1.748845376
0.157000000,-1.622605818
0.157500000,-1.622605818
0.158000000,-1.593917824
0.158500000,-1.483324895
0.159000000,-1.327284474
0.159500000,-1.384995443
0.160000000,-1.223301784
0.160500000,-1.164308065
0.161000000,-0.991465965
0.161500000,-0.933032402
0.162000000,-0.934733699
0.162500000,-1.035921583
0.163000000,-0.940476208
0.163500000,-1.141883005
0.164000000,-1.386819946
0.164500000,-1.088999003
0.165000000,-0.980530820
0.165500000,-0.980759371
0.166000000,-1.112920558
0.166500000,-1.859727801
0.167000000,-2.051253821
0.167500000,-1.977350621
0.168000000,-2.192356050
0.168500000,-1.795974616
0.169000000,-1.513247626
0.169500000,-1.212082535
0.170000000,-1.081223128
0.170500000,-1.266511124
0.171000000,-1.444782793
0.171500000,-1.319755522
0.172000000,-1.308681328
0.172500000,-1.286265617
0.173000000,-0.889203847
0.173500000,-0.575137741
0.174000000,-0.334448188
0.174500000,-0.818308124
0.175000000,-1.044659227
0.175500000,-1.139101109
0.176000000,-1.348413115
0.176500000,-1.383726716
0.177000000,-1.301755582
0.177500000,-1.431911694
0.178000000,-1.450869807
0.178500000,-1.314207785
0.179000000,-1.136328409
0.179500000,-1.043739962
0.180000000,-1.054131941
0.180500000,-1.174978576
0.181000000,-1.199001134
0.181500000,-1.139166041
0.182000000,-1.092697139
0.182500000,-0.902057816
0.183000000,-0.766381091
0.183500000,-0.706103163
0.184000000,-0.849437304
0.184500000,-1.012885923
0.185000000,-0.958914279
0.185500000,-0.732696418
0.186000000,-0.453262116
0.186500000,-0.229445263
0.187000000,-0.203404335
0.187500000,-0.602643700
0.188000000,-0.926384906
0.188500000,-1.398090024
0.189000000,-1.197871194
0.189500000,-0.989729128
0.190000000,-0.931709257
0.190500000,-1.034653947
0.191000000,-1.167491204
0.191500000,-1.256251637
0.192000000,-1.153685376
0.192500000,-1.148991242
0.193000000,-1.219189051
0.193500000,-1.134286201
0.194000000,-1.015420363
0.194500000,-0.985620855
0.195000000,-0.944548343
0.195500000,-1.073925454
0.196000000,-1.056713642
0.196500000,-1.022530450
0.197000000,-0.944278443
0.197500000,-0.921809297
0.198000000,-1.029023861
0.198500000,-1.102756088
0.199000000,-1.218296714
0.199500000,-1.129429541
0.200000000,-1.006971299
0.200500000,-0.912739443
0.201000000,-0.924851449
0.201500000,-0.971082504
0.202000000,-0.925166860
0.202500000,-0.834118311
0.203000000,-0.785550626
0.203500000,-0.762994612
0.204000000,-0.789167226
0.204500000,-0.945577189
0.205000000,-0.971438207
0.205500000,-0.926280956
0.206000000,-0.889461076
0.206500000,-0.915416058
0.207000000,-1.111671459
0.207500000,-1.110679235
0.208000000,-1.053050680
0.208500000,-1.024611316
0.209000000,-0.987053279
0.209500000,-0.949938185
0.210000000,-0.935250702
0.210500000,-0.941707618
0.211000000,-0.943404707
0.211500000,-0.940208997
0.212000000,-0.936985110
0.212500000,-0.936985110
0.213000000,-0.936985110
0.213500000,-0.936804683
0.214000000,-0.936804683
0.214500000,-0.936804683
0.215000000,-0.936804683
0.215500000,-0.936804683
0.216000000,-0.936804683
0.216500000,-0.936804683
0.217000000,-0.936804683
0.217500000,-0.936804683
0.218000000,-0.936804683
0.218500000,-0.936804683
0.219000000,-0.936804683
0.219500000,-0.936804683
0.220000000,-0.936804683
0.220500000,-0.936804683
0.221000000,-0.936804683
0.221500000,-0.936804683
0.222000000,-0.936804683
0.222500000,-0.936804683
0.223000000,-0.936804683
0.223500000,-0.936804683
0.224000000,-0.936804683
0.224500000,-0.936804683
0.225000000,-0.936804683
0.225500000,-0.936804683
0.226000000,-0.936804683
0.226500000,-0.936804683
0.227000000,-0.936804683
0.227500000,-0.936804683
0.228000000,-0.936804683
0.228500000,-0.936804683
0.229000000,-0.936804683
0.229500000,-0.936804683
0.230000000,-0.936804683
0.230500000,-0.936804683
0.231000000,-0.936804683
0.231500000,-0.936804683
0.232000000,-0.936804683
0.232500000,-0.936804683
0.233000000,-0.936804683
0.233500000,-0.936804683
0.234000000,-0.936804683
0.234500000,-0.936804683
0.235000000,-0.936804683
0.235500000,-0.936804683
0.236000000,-0.936804683
0.236500000,-0.936804683
0.237000000,-0.936804683
0.237500000,-0.936804683
0.238000000,-0.936804683
0.238500000,-0.936804683
0.239000000,-0.936804683
0.239500000,-0.936804683
0.240000000,-0.936804683
0.240500000,-0.936804683
0.241000000,-0.936804683
0.241500000,-0.936804683
0.242000000,-0.936804683
0.242500000,-0.936804683
0.243000000,-0.936804683
0.243500000,-0.936804683
0.244000000,-0.936804683
0.244500000,-0.936804683
0.245000000,-0.936804683
0.245500000,-0.936804683
0.246000000,-0.936804683
0.246500000,-0.936804683
0.247000000,-0.936804683
0.247500000,-0.936804683
0.248000000,-0.936804683
0.248500000,-0.936804683
0.249000000,-0.936804683
0.249500000,-0.936804683
0.250000000,-0.936804683
0.250500000,-0.936804683
0.251000000,-0.936804683
0.251500000,-0.936804683
0.252000000,-0.936804683
0.252500000,-0.936804683
0.253000000,-0.936804683
0.253500000,-0.936804683
0.254000000,-0.936804683
0.254500000,-0.936804683
0.255000000,-0.936804683
0.255500000,-0.936804683
0.256000000,-0.936804683
0.256500000,-0.936804683
0.257000000,-0.936804683
0.257500000,-0.936804683
0.258000000,-0.936804683
0.258500000,-0.936804683
0.259000000,-0.936804683
0.259500000,-0.936804683
0.260000000,-0.936804683
0.260500000,-0.936804683
0.261000000,-0.936804683
0.261500000,-0.936804683
0.262000000,-0.936804683
0.262500000,-0.936804683
0.263000000,-0.936804683
0.263500000,-0.936804683
0.264000000,-0.936804683
0.264500000,-0.936804683
0.265000000,-0.936804683
0.265500000,-0.936804683
0.266000000,-0.936804683
0.266500000,-0.936804683
0.267000000,-0.936804683
0.267500000,-0.936804683
0.268000000,-0.936804683
0.268500000,-0.936804683
0.269000000,-0.936804683
0.269500000,-0.936804683
0.270000000,-0.936804683
0.270500000,-0.936804683
0.271000000,-0.936804683
0.271500000,-0.936804683
0.272000000,-0.936804683
0.272500000,-0.936804683
0.273000000,-0.936804683
0.273500000,-0.936804683
0.274000000,-0.936804683
0.274500000,-0.936804683
0.275000000,-0.936804683
0.275500000,-0.936804683
0.276000000,-0.936804683
0.276500000,-0.936804683
0.277000000,-0.936804683
0.277500000,-0.936804683
0.278000000,-0.936804683
0.278500000,-0.936804683
0.279000000,-0.936804683
0.279500000,-0.936804683
0.280000000,-0.936804683
0.280500000,-0.936804683
0.281000000,-0.936804683
0.281500000,-0.936804683
0.282000000,-0.936804683
0.282500000,-0.936804683
0.283000000,-0.936804683
0.283500000,-0.936804683
0.284000000,-0.936804683
0.284500000,-0.936804683
0.285000000,-0.936804683
0.285500000,-0.936804683
0.286000000,-0.936804683
0.286500000,-0.936804683
0.287000000,-0.936804683
0.287500000,-0.936804683
0.288000000,-0.936804683
0.288500000,-0.936804683
0.289000000,-0.936804683
0.289500000,-0.936804683
0.290000000,-0.913204161
0.290500000,-0.836561073
0.291000000,-0.738107833
0.291500000,-0.657193111
0.292000000,-0.628595703
0.292500000,-0.620476620
0.293000000,-0.617631153
0.293500000,-0.698958456
0.294000000,-0.727382084
0.294500000,-0.769295737
0.295000000,-0.758124082
0.295500000,-0.755344633
0.296000000,-0.760652668
0.296500000,-0.791842746
0.297000000,-0.898087820
0.297500000,-0.953727120
0.298000000,-0.962530304
0.298500000,-0.934770061
0.299000000,-0.981775613
0.299500000,-0.936833753
0.300000000,-0.869855769
0.300500000,-0.825662556
0.301000000,-0.753997655
0.301500000,-0.805312917
0.302000000,-0.805856680
0.302500000,-0.804903732
0.303000000,-0.775995490
0.303500000,-0.743844400
0.304000000,-0.857981450
0.304500000,-0.761044816
0.305000000,-0.785659156
0.305500000,-0.800422895
0.306000000,-0.804794020
0.306500000,-0.726074344
0.307000000,-0.733904435
0.307500000,-0.724627897
0.308000000,-0.712917091
0.308500000,-0.750242612
0.309000000,-0.804891155
0.309500000,-0.880256120
0.310000000,-0.887494464
0.310500000,-0.875766971
0.311000000,-0.946682379
0.311500000,-1.000763268
0.312000000,-1.002506531
0.312500000,-0.974369153
0.313000000,-0.914583616
0.313500000,-0.916988266
0.314000000,-1.066785877
0.314500000,-1.038466873
0.315000000,-0.907940117
0.315500000,-0.896298562
0.316000000,-0.922897366
0.316500000,-1.114827559
0.317000000,-1.137196034
0.317500000,-0.987948340
0.318000000,-0.852066124
0.318500000,-0.818829179
0.319000000,-0.810687302
0.319500000,-0.840774632
0.320000000,-0.802221039
0.320500000,-0.753320701
0.321000000,-0.821006490
0.321500000,-0.806962362
0.322000000,-0.896701635
0.322500000,-1.100179251
0.323000000,-1.153279345
0.323500000,-1.087089040
0.324000000,-1.028070246
0.324500000,-0.954365578
0.325000000,-0.920968743
0.325500000,-0.965497003
0.326000000,-0.874478002
0.326500000,-0.920320335
0.327000000,-0.984659192
0.327500000,-1.098306594
0.328000000,-1.144352380
0.328500000,-1.102477309
0.329000000,-1.034307703
0.329500000,-1.098412530
0.330000000,-1.142843039
0.330500000,-1.135570709
0.331000000,-1.082547561
0.331500000,-1.198794734
0.332000000,-1.081823221
0.332500000,-1.016906490
0.333000000,-1.089440477
0.333500000,-1.030055978
0.334000000,-0.998550721
0.334500000,-1.006454575
0.335000000,-1.033293829
0.335500000,-1.032517216
0.336000000,-1.043555295
0.336500000,-1.073952983
0.337000000,-1.070676291
0.337500000,-1.050338014
0.338000000,-1.094613110
0.338500000,-1.088633360
0.339000000,-1.107628087
0.339500000,-1.113856718
0.340000000,-1.104195415
0.340500000,-1.104915845
0.341000000,-1.094661121
0.341500000,-1.091613589
0.342000000,-1.091336588
0.342500000,-1.091345160
0.343000000,-1.091344203
0.343500000,-1.091344203
0.344000000,-1.091113761
0.344500000,-1.090816826
0.345000000,-1.090816826
0.345500000,-1.089596226
0.346000000,-1.089589473
0.346500000,-1.089589473
0.347000000,-1.089589473
0.347500000,-1.089589473
0.348000000,-1.089589473
0.348500000,-1.089589473
0.349000000,-1.089589473
0.349500000,-1.089589473
0.350000000,-1.089589473
0.350500000,-1.089589473
0.351000000,-1.089589473
0.351500000,-1.089589473
0.352000000,-1.089589473
0.352500000,-1.089589473
0.353000000,-1.089589473
0.353500000,-1.089589473
0.354000000,-1.089589473
0.354500000,-1.089589473
0.355000000,-1.089589473
0.355500000,-1.089589473
0.356000000,-1.089589473
0.356500000,-1.089589473
0.357000000,-1.089589473
0.357500000,-1.089589473
0.358000000,-1.089589473
0.358500000,-1.089589473
0.359000000,-1.089589473
0.359500000,-1.089589473
0.360000000,-1.089589473
0.360500000,-1.089589473
0.361000000,-1.089589473
0.361500000,-1.089589473
0.362000000,-1.089589473
0.362500000,-1.089589473
0.363000000,-1.089589473
0.363500000,-1.089589473
0.364000000,-1.089589473
0.364500000,-1.089589473
0.365000000,-1.089589473
0.365500000,-1.089589473
0.366000000,-1.089589473
0.366500000,-1.089589473
0.367000000,-1.089589473
0.367500000,-1.089589473
0.368000000,-1.089589473
0.368500000,-1.089589473
0.369000000,-1.089589473
0.369500000,-1.089589473
0.370000000,-1.089589473
0.370500000,-1.089589473
0.371000000,-1.089589473
0.371500000,-1.089589473
0.372000000,-1.089589473
0.372500000,-1.089589473
0.373000000,-1.089589473
0.373500000,-1.089589473
0.374000000,-1.089589473
0.374500000,-1.089589473
0.375000000,-1.089589473
0.375500000,-1.089589473
0.376000000,-1.089589473
0.376500000,-1.089589473
0.377000000,-1.089589473
0.377500000,-1.089589473
0.378000000,-1.089589473
0.378500000,-1.089589473
0.379000000,-1.089589473
0.379500000,-1.089589473
0.380000000,-1.089589473
0.380500000,-1.089589473
0.381000000,-1.089589473
0.381500000,-1.089589473
0.382000000,-1.089589473
0.382500000,-1.089589473
0.383000000,-1.089589473
0.383500000,-1.089589473
0.384000000,-1.089589473
0.384500000,-1.089589473
0.385000000,-1.089589473
0.385500000,-1.089589473
0.386000000,-1.089589473
0.386500000,-1.089589473
0.387000000,-1.089589473
0.387500000,-1.089589473
0.388000000,-1.089589473
0.388500000,-1.089589473
0.389000000,-1.089589473
0.389500000,-1.089589473
0.390000000,-1.089589473
0.390500000,-1.089589473
0.391000000,-1.089589473
0.391500000,-1.089589473
0.392000000,-1.089589473
0.392500000,-1.089589473
0.393000000,-1.089589473
0.393500000,-1.089589473
0.394000000,-1.089589473
0.394500000,-1.089589473
0.395000000,-1.089589473
0.395500000,-1.089589473
0.396000000,-1.089589473
0.396500000,-1.089589473
0.397000000,-1.089589473
0.397500000,-1.089589473
0.398000000,-1.089589473
0.398500000,-1.089589473
0.399000000,-1.089589473
0.399500000,-1.089589473
0.400000000,-1.089589473
0.400500000,-1.089589473
0.401000000,-1.089589473
0.401500000,-1.089589473
0.402000000,-1.089589473
0.402500000,-1.089589473
0.403000000,-1.089589473
0.403500000,-1.089589473
0.404000000,-1.089589473
0.404500000,-1.089589473
0.405000000,-1.089589473
0.405500000,-1.088244784
0.406000000,-1.076493823
0.406500000,-1.065514247
0.407000000,-1.055308667
0.407500000,-1.050698704
0.408000000,-1.044541486
0.408500000,-1.020515186
0.409000000,-1.006635623
0.409500000,-0.995448429
0.410000000,-0.990707217
0.410500000,-0.990707217
0.411000000,-0.990707217
0.411500000,-0.990707217
0.412000000,-0.990643017
0.412500000,-0.990643017
0.413000000,-0.989396888
0.413500000,-0.986570103
0.414000000,-0.976994682
0.414500000,-0.972417558
0.415000000,-0.972417558
0.415500000,-0.972417558
0.416000000,-0.972417558
0.416500000,-0.972417558
0.417000000,-0.972417558
0.417500000,-0.972417558
0.418000000,-0.972417558
0.418500000,-0.972417558
0.419000000,-0.972417558
0.419500000,-0.972417558
0.420000000,-0.972417558
0.420500000,-0.972417558
0.421000000,-0.972417558
0.421500000,-0.972417558
0.422000000,-0.972417558
0.422500000,-0.972417558
0.423000000,-0.972417558
0.423500000,-0.972417558
0.424000000,-0.972417558
0.424500000,-0.972417558
0.425000000,-0.972417558
0.425500000,-0.972417558
0.426000000,-0.972417558
0.426500000,-0.972417558
0.427000000,-0.972417558
0.427500000,-0.972417558
0.428000000,-0.972417558
0.428500000,-0.972417558
0.429000000,-0.972417558
0.429500000,-0.972417558
0.430000000,-0.972417558
0.430500000,-0.972417558
0.431000000,-0.972417558
0.431500000,-0.972417558
0.432000000,-0.972417558
0.432500000,-0.972417558
0.433000000,-0.972417558
0.433500000,-0.972417558
0.434000000,-0.972417558
0.434500000,-0.972417558
0.435000000,-0.972417558
0.435500000,-0.972417558
0.436000000,-0.972417558
0.436500000,-0.972417558
0.437000000,-0.972417558
0.437500000,-0.972417558
0.438000000,-0.972417558
0.438500000,-0.972417558
0.439000000,-0.972417558
0.439500000,-0.972417558
0.440000000,-0.972417558
0.440500000,-0.972417558
0.441000000,-0.972417558
0.441500000,-0.972417558
0.442000000,-0.972417558
0.442500000,-0.972417558
0.443000000,-0.972417558
0.443500000,-0.972417558
0.444000000,-0.972417558
0.444500000,-0.972417558
0.445000000,-0.972417558
0.445500000,-0.972417558
0.446000000,-0.972417558
0.446500000,-0.972417558
0.447000000,-0.972417558
0.447500000,-0.972417558
0.448000000,-0.972417558
0.448500000,-0.972417558
0.449000000,-0.972417558
0.449500000,-0.972417558
0.450000000,-0.972417558
0.450500000,-0.972417558
0.451000000,-0.972417558
0.451500000,-0.972417558
0.452000000,-0.972417558
0.452500000,-0.972417558
0.453000000,-0.972417558
0.453500000,-0.972417558
0.454000000,-0.972417558
0.454500000,-0.972417558
0.455000000,-0.972417558
0.455500000,-0.972417558
0.456000000,-0.972417558
0.456500000,-0.972417558
0.457000000,-0.972417558
0.457500000,-0.972417558
0.458000000,-0.972417558
0.458500000,-0.972417558
0.459000000,-0.972417558
0.459500000,-0.972417558
0.460000000,-0.972417558
0.460500000,-0.972417558
0.461000000,-0.972417558
0.461500000,-0.972417558
0.462000000,-0.972417558
0.462500000,-0.972417558
0.463000000,-0.972417558
0.463500000,-0.972417558
0.464000000,-0.972417558
0.464500000,-0.972417558
0.465000000,-0.972417558
0.465500000,-0.972417558
0.466000000,-0.972417558
0.466500000,-0.972417558
0.467000000,-0.972417558
0.467500000,-0.972417558
0.468000000,-0.972417558
0.468500000,-0.972417558
0.469000000,-0.972417558
0.469500000,-0.972417558
0.470000000,-0.972417558
0.470500000,-0.972417558
0.471000000,-0.972417558
0.471500000,-0.972417558
0.472000000,-0.972417558
0.472500000,-0.972417558
0.473000000,-0.972417558
0.473500000,-0.972417558
0.474000000,-0.972417558
0.474500000,-0.972417558
0.475000000,-0.972417558
0.475500000,-0.972417558
0.476000000,-0.972417558
0.476500000,-0.972417558
0.477000000,-0.972417558
0.477500000,-0.972417558
0.478000000,-0.972417558
0.478500000,-0.972417558
0.479000000,-0.972417558
0.479500000,-0.972417558
0.480000000,-0.972417558
0.480500000,-0.972417558
0.481000000,-0.972417558
0.481500000,-0.972417558
0.482000000,-0.972417558
0.482500000,-0.972417558
0.483000000,-0.972417558
0.483500000,-0.972417558
0.484000000,-0.972417558
0.484500000,-0.972417558
0.485000000,-0.972417558
0.485500000,-0.972417558
0.486000000,-0.972417558
0.486500000,-0.972417558
0.487000000,-0.972417558
0.487500000,-0.972417558
0.488000000,-0.972417558
0.488500000,-0.972417558
0.489000000,-0.972417558
0.489500000,-0.972417558
0.490000000,-0.972417558
0.490500000,-0.972417558
0.491000000,-0.972417558
0.491500000,-0.972417558
0.492000000,-0.972417558
0.492500000,-0.972417558
0.493000000,-0.972417558
0.493500000,-0.972417558
0.494000000,-0.972417558
0.494500000,-0.972417558
0.495000000,-0.972417558
0.495500000,-0.972417558
0.496000000,-0.972417558
0.496500000,-0.972417558
0.497000000,-0.972417558
0.497500000,-0.972417558
0.498000000,-0.972417558
0.498500000,-0.972417558
0.499000000,-0.972417558
0.499500000,-0.972417558
0.500000000,-0.972417558
0.500500000,-0.972417558
0.501000000,-0.972417558
